"Legislaturperiode";"Patei";"Wahlkreis";"Stimmen";"Stimmenprozent"
16;"FAMILIE";90;718;0.5
16;"REP";90;716;0.5
16;"PBC";90;131;0.1
16;"MLPD";90;29;0.0
16;"PSG";90;58;0.0
16;"ZENTRUM";90;45;0.0
16;"BüSo";90;56;0.0
16;"SPD";91;57163;37.7
16;"CDU";91;58467;38.5
16;"FDP";91;14298;9.4
16;"GRÜNE";91;8672;5.7
16;"DIE LINKE";91;8317;5.5
16;"NPD";91;1516;1.0
16;"Die Tierschutzpartei";91;891;0.6
16;"FAMILIE";91;784;0.5
16;"REP";91;384;0.3
16;"PBC";91;207;0.1
16;"MLPD";91;24;0.0
16;"PSG";91;70;0.0
16;"ZENTRUM";91;58;0.0
16;"BüSo";91;36;0.0
16;"SPD";92;77413;40.9
16;"CDU";92;63432;33.6
16;"FDP";92;21187;11.2
16;"GRÜNE";92;12838;6.8
16;"DIE LINKE";92;8853;4.7
16;"NPD";92;1562;0.8
16;"Die Tierschutzpartei";92;1177;0.6
16;"FAMILIE";92;792;0.4
16;"REP";92;475;0.3
16;"PBC";92;82;0.0
16;"MLPD";92;37;0.0
16;"PSG";92;82;0.0
16;"ZENTRUM";92;47;0.0
16;"BüSo";92;58;0.0
16;"SPD";93;65444;34.9
16;"CDU";93;70202;37.5
16;"FDP";93;24766;13.2
16;"GRÜNE";93;12973;6.9
16;"DIE LINKE";93;8751;4.7
16;"NPD";93;1553;0.8
16;"Die Tierschutzpartei";93;1007;0.5
16;"FAMILIE";93;845;0.5
16;"REP";93;602;0.3
16;"PBC";93;152;0.1
16;"MLPD";93;31;0.0
16;"PSG";93;101;0.1
16;"ZENTRUM";93;79;0.0
16;"BüSo";93;54;0.0
16;"SPD";94;54131;39.6
16;"CDU";94;37104;27.1
16;"FDP";94;15085;11.0
16;"GRÜNE";94;18127;13.3
16;"DIE LINKE";94;8340;6.1
16;"NPD";94;1079;0.8
16;"Die Tierschutzpartei";94;591;0.4
16;"FAMILIE";94;405;0.3
16;"REP";94;411;0.3
16;"PBC";94;105;0.1
16;"MLPD";94;61;0.0
16;"PSG";94;91;0.1
16;"ZENTRUM";94;47;0.0
16;"BüSo";94;38;0.0
16;"SPD";95;57525;33.2
16;"CDU";95;50944;29.4
16;"FDP";95;24935;14.4
16;"GRÜNE";95;28785;16.6
16;"DIE LINKE";95;8338;4.8
16;"NPD";95;601;0.3
16;"Die Tierschutzpartei";95;590;0.3
16;"FAMILIE";95;312;0.2
16;"REP";95;247;0.1
16;"PBC";95;87;0.1
16;"MLPD";95;44;0.0
16;"PSG";95;61;0.0
16;"ZENTRUM";95;43;0.0
16;"BüSo";95;45;0.0
16;"SPD";96;57935;40.8
16;"CDU";96;35646;25.1
16;"FDP";96;13712;9.7
16;"GRÜNE";96;21883;15.4
16;"DIE LINKE";96;8809;6.2
16;"NPD";96;973;0.7
16;"Die Tierschutzpartei";96;602;0.4
16;"FAMILIE";96;402;0.3
16;"REP";96;578;0.4
16;"PBC";96;121;0.1
16;"MLPD";96;50;0.0
16;"PSG";96;87;0.1
16;"ZENTRUM";96;44;0.0
16;"BüSo";96;48;0.0
16;"SPD";97;54523;31.9
16;"CDU";97;59241;34.7
16;"FDP";97;23429;13.7
16;"GRÜNE";97;22776;13.3
16;"DIE LINKE";97;7589;4.4
16;"NPD";97;823;0.5
16;"Die Tierschutzpartei";97;647;0.4
16;"FAMILIE";97;447;0.3
16;"REP";97;221;0.1
16;"PBC";97;190;0.1
16;"MLPD";97;33;0.0
16;"PSG";97;39;0.0
16;"ZENTRUM";97;73;0.0
16;"BüSo";97;37;0.0
16;"SPD";98;61692;34.7
16;"CDU";98;67060;37.7
16;"FDP";98;21733;12.2
16;"GRÜNE";98;14605;8.2
16;"DIE LINKE";98;7670;4.3
16;"NPD";98;1574;0.9
16;"Die Tierschutzpartei";98;870;0.5
16;"FAMILIE";98;669;0.4
16;"REP";98;300;0.2
16;"PBC";98;380;0.2
16;"MLPD";98;34;0.0
16;"PSG";98;50;0.0
16;"ZENTRUM";98;83;0.0
16;"BüSo";98;39;0.0
16;"SPD";99;51802;30.5
16;"CDU";99;69678;41.0
16;"FDP";99;24947;14.7
16;"GRÜNE";99;13843;8.2
16;"DIE LINKE";99;5867;3.5
16;"NPD";99;1099;0.6
16;"Die Tierschutzpartei";99;675;0.4
16;"FAMILIE";99;468;0.3
16;"REP";99;232;0.1
16;"PBC";99;304;0.2
16;"MLPD";99;29;0.0
16;"PSG";99;49;0.0
16;"ZENTRUM";99;49;0.0
16;"BüSo";99;32;0.0
16;"SPD";100;55537;34.2
16;"CDU";100;64751;39.8
16;"FDP";100;18849;11.6
16;"GRÜNE";100;10891;6.7
16;"DIE LINKE";100;7232;4.5
16;"NPD";100;1401;0.9
16;"Die Tierschutzpartei";100;898;0.6
16;"FAMILIE";100;854;0.5
16;"REP";100;484;0.3
16;"PBC";100;698;0.4
16;"MLPD";100;38;0.0
16;"PSG";100;82;0.1
16;"ZENTRUM";100;53;0.0
16;"BüSo";100;27;0.0
16;"SPD";101;58867;33.6
16;"CDU";101;64757;37.0
16;"FDP";101;24683;14.1
16;"GRÜNE";101;15421;8.8
16;"DIE LINKE";101;7180;4.1
16;"NPD";101;1109;0.6
16;"Die Tierschutzpartei";101;879;0.5
16;"FAMILIE";101;678;0.4
16;"REP";101;358;0.2
16;"PBC";101;272;0.2
16;"MLPD";101;48;0.0
16;"PSG";101;46;0.0
16;"ZENTRUM";101;42;0.0
16;"BüSo";101;66;0.0
16;"SPD";102;66721;41.8
16;"CDU";102;47453;29.7
16;"FDP";102;16015;10.0
16;"GRÜNE";102;15856;9.9
16;"DIE LINKE";102;8856;5.5
16;"NPD";102;1430;0.9
16;"Die Tierschutzpartei";102;716;0.4
16;"FAMILIE";102;661;0.4
16;"REP";102;522;0.3
16;"PBC";102;145;0.1
16;"MLPD";102;170;0.1
16;"PSG";102;89;0.1
16;"ZENTRUM";102;46;0.0
16;"BüSo";102;50;0.0
16;"SPD";103;66241;40.4
16;"CDU";103;47248;28.8
16;"FDP";103;17473;10.6
16;"GRÜNE";103;15229;9.3
16;"DIE LINKE";103;11629;7.1
16;"NPD";103;1542;0.9
16;"Die Tierschutzpartei";103;943;0.6
16;"FAMILIE";103;719;0.4
16;"REP";103;1186;0.7
16;"PBC";103;290;0.2
16;"MLPD";103;114;0.1
16;"PSG";103;86;0.1
16;"ZENTRUM";103;47;0.0
16;"BüSo";103;50;0.0
16;"SPD";104;67871;38.4
16;"CDU";104;58141;32.9
16;"FDP";104;22293;12.6
16;"GRÜNE";104;12718;7.2
16;"DIE LINKE";104;10182;5.8
16;"NPD";104;1482;0.8
16;"Die Tierschutzpartei";104;964;0.5
16;"FAMILIE";104;741;0.4
16;"REP";104;823;0.5
16;"PBC";104;292;0.2
16;"MLPD";104;167;0.1
16;"PSG";104;65;0.0
16;"ZENTRUM";104;49;0.0
16;"BüSo";104;47;0.0
16;"SPD";105;58511;35.8
16;"CDU";105;61598;37.7
16;"FDP";105;20143;12.3
16;"GRÜNE";105;11398;7.0
16;"DIE LINKE";105;7178;4.4
16;"NPD";105;1183;0.7
16;"Die Tierschutzpartei";105;761;0.5
16;"FAMILIE";105;667;0.4
16;"REP";105;545;0.3
16;"PBC";105;211;0.1
16;"MLPD";105;52;0.0
16;"PSG";105;49;0.0
16;"ZENTRUM";105;40;0.0
16;"BüSo";105;79;0.0
16;"SPD";106;51750;38.6
16;"CDU";106;47366;35.3
16;"FDP";106;15867;11.8
16;"GRÜNE";106;8806;6.6
16;"DIE LINKE";106;6668;4.97
16;"NPD";106;885;0.7
16;"Die Tierschutzpartei";106;597;0.4
16;"FAMILIE";106;487;0.4
16;"REP";106;474;0.4
16;"PBC";106;161;0.1
16;"MLPD";106;61;0.0
16;"PSG";106;60;0.0
16;"ZENTRUM";106;46;0.0
16;"BüSo";106;27;0.0
16;"SPD";107;56672;33.6
16;"CDU";107;59644;35.4
16;"FDP";107;23983;14.2
16;"GRÜNE";107;16217;9.6
16;"DIE LINKE";107;8180;4.9
16;"NPD";107;818;0.5
16;"Die Tierschutzpartei";107;642;0.4
16;"FAMILIE";107;358;0.2
16;"REP";107;480;0.3
16;"PBC";107;117;0.1
16;"MLPD";107;107;0.1
16;"PSG";107;49;0.0
16;"ZENTRUM";107;53;0.0
16;"BüSo";107;58;0.0
16;"SPD";108;56223;38.7
16;"CDU";108;46704;32.2
16;"FDP";108;15200;10.5
16;"GRÜNE";108;13902;9.6
16;"DIE LINKE";108;8569;5.9
16;"NPD";108;874;0.6
16;"Die Tierschutzpartei";108;741;0.5
16;"FAMILIE";108;491;0.3
16;"REP";108;718;0.5
16;"PBC";108;140;0.1
16;"MLPD";108;68;0.0
16;"PSG";108;48;0.0
16;"ZENTRUM";108;46;0.0
16;"BüSo";108;75;0.1
16;"SPD";109;57537;35.3
16;"CDU";109;65763;40.3
16;"FDP";109;18411;11.3
16;"GRÜNE";109;9806;6.0
16;"DIE LINKE";109;6484;4.0
16;"NPD";109;1392;0.9
16;"Die Tierschutzpartei";109;786;0.5
16;"FAMILIE";109;635;0.4
16;"REP";109;550;0.3
16;"PBC";109;101;0.1
16;"MLPD";109;67;0.0
16;"PSG";109;72;0.0
16;"ZENTRUM";109;577;0.4
16;"BüSo";109;44;0.0
16;"SPD";110;48167;34.5
16;"CDU";110;54439;39.0
16;"FDP";110;16819;12.1
16;"GRÜNE";110;8715;6.2
16;"DIE LINKE";110;7337;5.3
16;"NPD";110;1237;0.9
16;"Die Tierschutzpartei";110;804;0.6
16;"FAMILIE";110;623;0.4
16;"REP";110;328;0.2
16;"PBC";110;134;0.1
16;"MLPD";110;40;0.0
16;"PSG";110;59;0.0
16;"ZENTRUM";110;56;0.0
16;"BüSo";110;24;0.0
16;"SPD";111;53272;33.5
16;"CDU";111;61323;38.6
16;"FDP";111;21763;13.7
16;"GRÜNE";111;11422;7.2
16;"DIE LINKE";111;6867;4.3
16;"NPD";111;1087;0.7
16;"Die Tierschutzpartei";111;798;0.5
16;"FAMILIE";111;763;0.5
16;"REP";111;444;0.3
16;"PBC";111;122;0.1
16;"MLPD";111;77;0.0
16;"PSG";111;61;0.0
16;"ZENTRUM";111;137;0.1
16;"BüSo";111;38;0.0
16;"SPD";112;58961;33.7
16;"CDU";112;69446;39.7
16;"FDP";112;22469;12.8
16;"GRÜNE";112;11651;6.7
16;"DIE LINKE";112;7627;4.4
16;"NPD";112;1319;0.8
16;"Die Tierschutzpartei";112;1033;0.6
16;"FAMILIE";112;847;0.5
16;"REP";112;417;0.2
16;"PBC";112;182;0.1
16;"MLPD";112;48;0.0
16;"PSG";112;73;0.0
16;"ZENTRUM";112;95;0.1
16;"BüSo";112;41;0.0
16;"SPD";113;56710;33.1
16;"CDU";113;76189;44.4
16;"FDP";113;18331;10.7
16;"GRÜNE";113;9545;5.6
16;"DIE LINKE";113;6540;3.8
16;"NPD";113;1272;0.7
16;"Die Tierschutzpartei";113;871;0.5
16;"FAMILIE";113;725;0.4
16;"REP";113;320;0.2
16;"PBC";113;117;0.1
16;"MLPD";113;39;0.0
16;"PSG";113;90;0.1
16;"ZENTRUM";113;51;0.0
16;"BüSo";113;47;0.0
16;"SPD";114;72290;44.5
16;"CDU";114;53850;33.1
16;"FDP";114;14529;8.9
16;"GRÜNE";114;10209;6.3
16;"DIE LINKE";114;7708;4.7
16;"NPD";114;1148;0.7
16;"Die Tierschutzpartei";114;786;0.5
16;"FAMILIE";114;675;0.4
16;"REP";114;474;0.3
16;"PBC";114;88;0.1
16;"MLPD";114;75;0.0
16;"PSG";114;64;0.0
16;"ZENTRUM";114;54;0.0
16;"BüSo";114;29;0.0
16;"SPD";115;61757;43.8
16;"CDU";115;43053;30.6
16;"FDP";115;14161;10.1
16;"GRÜNE";115;10897;7.7
16;"DIE LINKE";115;7209;5.1
16;"NPD";115;994;0.7
16;"Die Tierschutzpartei";115;721;0.5
16;"FAMILIE";115;545;0.4
16;"REP";115;451;0.3
16;"PBC";115;134;0.1
16;"MLPD";115;91;0.1
16;"PSG";115;60;0.0
16;"ZENTRUM";115;43;0.0
16;"BüSo";115;23;0.0
16;"SPD";116;71746;49.9
16;"CDU";116;35040;24.4
16;"FDP";116;9644;6.7
16;"GRÜNE";116;11955;8.3
16;"DIE LINKE";116;10468;7.3
16;"NPD";116;1222;0.9
16;"Die Tierschutzpartei";116;825;0.6
16;"FAMILIE";116;874;0.6
16;"REP";116;645;0.4
16;"PBC";116;102;0.1
16;"MLPD";116;157;0.1
16;"PSG";116;42;0.0
16;"ZENTRUM";116;48;0.0
16;"BüSo";116;62;0.0
16;"SPD";117;62995;55.3
16;"CDU";117;24076;21.1
16;"FDP";117;6219;5.5
16;"GRÜNE";117;6873;6.0
16;"DIE LINKE";117;8980;7.9
16;"NPD";117;1798;1.6
16;"Die Tierschutzpartei";117;745;0.7
16;"FAMILIE";117;524;0.5
16;"REP";117;650;0.6
16;"PBC";117;66;0.1
16;"MLPD";117;242;0.2
16;"PSG";117;47;0.0
16;"ZENTRUM";117;41;0.0
16;"BüSo";117;38;0.0
16;"SPD";118;88560;53.9
16;"CDU";118;38228;23.3
16;"FDP";118;10362;6.3
16;"GRÜNE";118;11350;6.9
16;"DIE LINKE";118;10843;6.6
16;"NPD";118;1656;1.0
16;"Die Tierschutzpartei";118;848;0.5
16;"FAMILIE";118;648;0.4
16;"REP";118;597;0.4
16;"PBC";118;89;0.1
16;"MLPD";118;180;0.1
16;"PSG";118;79;0.0
16;"ZENTRUM";118;60;0.0
16;"BüSo";118;40;0.0
16;"SPD";119;74069;47.6
16;"CDU";119;42744;27.5
16;"FDP";119;12595;8.1
16;"GRÜNE";119;11676;7.5
16;"DIE LINKE";119;9801;6.3
16;"NPD";119;1174;0.8
16;"Die Tierschutzpartei";119;706;0.5
16;"FAMILIE";119;1033;0.7
16;"REP";119;512;0.3
16;"PBC";119;150;0.1
16;"MLPD";119;230;0.1
16;"PSG";119;41;0.0
16;"ZENTRUM";119;38;0.0
16;"BüSo";119;38;0.0
16;"SPD";120;64278;51.5
16;"CDU";120;29742;23.8
16;"FDP";120;7848;6.3
16;"GRÜNE";120;8787;7.0
16;"DIE LINKE";120;9238;7.4
16;"NPD";120;1366;1.1
16;"Die Tierschutzpartei";120;795;0.6
16;"FAMILIE";120;576;0.5
16;"REP";120;853;0.7
16;"PBC";120;91;0.1
16;"MLPD";120;204;0.2
16;"PSG";120;52;0.0
16;"ZENTRUM";120;47;0.0
16;"BüSo";120;44;0.0
16;"SPD";121;67967;42.0
16;"CDU";121;50018;30.9
16;"FDP";121;15235;9.4
16;"GRÜNE";121;15714;9.7
16;"DIE LINKE";121;9089;5.6
16;"NPD";121;916;0.6
16;"Die Tierschutzpartei";121;826;0.5
16;"FAMILIE";121;471;0.3
16;"REP";121;472;0.3
16;"PBC";121;145;0.1
16;"MLPD";121;122;0.1
16;"PSG";121;54;0.0
16;"ZENTRUM";121;85;0.1
16;"BüSo";121;53;0.0
16;"SPD";122;68262;50.7
16;"CDU";122;38227;28.4
16;"FDP";122;8276;6.2
16;"GRÜNE";122;7621;5.7
16;"DIE LINKE";122;8411;6.3
16;"NPD";122;1224;0.9
16;"Die Tierschutzpartei";122;605;0.4
16;"FAMILIE";122;529;0.4
16;"REP";122;488;0.4
16;"PBC";122;97;0.1
16;"MLPD";122;120;0.1
16;"PSG";122;65;0.0
16;"ZENTRUM";122;30;0.0
16;"BüSo";122;38;0.0
16;"SPD";123;78600;51.4
16;"CDU";123;43864;28.7
16;"FDP";123;9589;6.3
16;"GRÜNE";123;8303;5.4
16;"DIE LINKE";123;8479;5.5
16;"NPD";123;1318;0.9
16;"Die Tierschutzpartei";123;704;0.5
16;"FAMILIE";123;514;0.3
16;"REP";123;496;0.3
16;"PBC";123;177;0.1
16;"MLPD";123;175;0.1
16;"PSG";123;64;0.0
16;"ZENTRUM";123;43;0.0
16;"BüSo";123;24;0.0
16;"SPD";124;75529;53.8
16;"CDU";124;32603;23.2
16;"FDP";124;7688;5.5
16;"GRÜNE";124;8017;5.7
16;"DIE LINKE";124;11087;7.9
16;"NPD";124;1640;1.2
16;"Die Tierschutzpartei";124;748;0.5
16;"FAMILIE";124;549;0.4
16;"REP";124;1031;0.7
16;"PBC";124;189;0.1
16;"MLPD";124;515;0.4
16;"PSG";124;74;0.1
16;"ZENTRUM";124;51;0.0
16;"BüSo";124;39;0.0
16;"SPD";125;53336;34.7
16;"CDU";125;68221;44.4
16;"FDP";125;14878;9.7
16;"GRÜNE";125;8483;5.5
16;"DIE LINKE";125;5498;3.6
16;"NPD";125;892;0.6
16;"Die Tierschutzpartei";125;537;0.3
16;"FAMILIE";125;525;0.3
16;"REP";125;298;0.2
16;"PBC";125;215;0.1
16;"MLPD";125;25;0.0
16;"PSG";125;51;0.0
16;"ZENTRUM";125;100;0.1
16;"BüSo";125;30;0.0
16;"SPD";126;82681;50.4
16;"CDU";126;46084;28.1
16;"FDP";126;10691;6.5
16;"GRÜNE";126;9180;5.6
16;"DIE LINKE";126;10443;6.4
16;"NPD";126;1297;0.8
16;"Die Tierschutzpartei";126;1167;0.7
16;"FAMILIE";126;637;0.4
16;"REP";126;707;0.4
16;"PBC";126;140;0.1
16;"MLPD";126;183;0.1
16;"PSG";126;86;0.1
16;"ZENTRUM";126;53;0.0
16;"BüSo";126;29;0.0
16;"SPD";127;46950;30.2
16;"CDU";127;77380;49.7
16;"FDP";127;15517;10.0
16;"GRÜNE";127;7991;5.1
16;"DIE LINKE";127;4877;3.1
16;"NPD";127;789;0.5
16;"Die Tierschutzpartei";127;533;0.3
16;"FAMILIE";127;625;0.4
16;"REP";127;273;0.2
16;"PBC";127;99;0.1
16;"MLPD";127;23;0.0
16;"PSG";127;32;0.0
16;"ZENTRUM";127;63;0.0
16;"BüSo";127;21;0.0
16;"SPD";128;48019;31.5
16;"CDU";128;68520;44.9
16;"FDP";128;16758;11.0
16;"GRÜNE";128;10865;7.1
16;"DIE LINKE";128;5381;3.5
16;"NPD";128;777;0.5
16;"Die Tierschutzpartei";128;591;0.4
16;"FAMILIE";128;660;0.4
16;"REP";128;307;0.2
16;"PBC";128;75;0.0
16;"MLPD";128;20;0.0
16;"PSG";128;49;0.0
16;"ZENTRUM";128;63;0.0
16;"BüSo";128;17;0.0
16;"SPD";129;62649;41.3
16;"CDU";129;55583;36.7
16;"FDP";129;14664;9.7
16;"GRÜNE";129;9813;6.5
16;"DIE LINKE";129;5766;3.8
16;"NPD";129;1024;0.7
16;"Die Tierschutzpartei";129;523;0.3
16;"FAMILIE";129;570;0.4
16;"REP";129;290;0.2
16;"PBC";129;124;0.1
16;"MLPD";129;28;0.0
16;"PSG";129;37;0.0
16;"ZENTRUM";129;47;0.0
16;"BüSo";129;11;0.0
16;"SPD";130;59463;35.3
16;"CDU";130;59935;35.6
16;"FDP";130;17357;10.3
16;"GRÜNE";130;22570;13.4
16;"DIE LINKE";130;6738;4.0
16;"NPD";130;585;0.3
16;"Die Tierschutzpartei";130;438;0.3
16;"FAMILIE";130;409;0.2
16;"REP";130;198;0.1
16;"PBC";130;79;0.0
16;"MLPD";130;41;0.0
16;"PSG";130;36;0.0
16;"ZENTRUM";130;85;0.1
16;"BüSo";130;26;0.0
16;"SPD";131;58675;35.1
16;"CDU";131;70698;42.3
16;"FDP";131;17695;10.6
16;"GRÜNE";131;10103;6.0
16;"DIE LINKE";131;6489;3.9
16;"NPD";131;1102;0.7
16;"Die Tierschutzpartei";131;564;0.3
16;"FAMILIE";131;700;0.4
16;"REP";131;384;0.2
16;"PBC";131;126;0.1
16;"MLPD";131;28;0.0
16;"PSG";131;38;0.0
16;"ZENTRUM";131;66;0.0
16;"BüSo";131;24;0.0
16;"SPD";132;62042;34.5
16;"CDU";132;75313;41.9
16;"FDP";132;18364;10.2
16;"GRÜNE";132;11909;6.6
16;"DIE LINKE";132;7270;4.0
16;"NPD";132;1228;0.7
16;"Die Tierschutzpartei";132;693;0.4
16;"FAMILIE";132;886;0.5
16;"REP";132;634;0.4
16;"PBC";132;424;0.2
16;"MLPD";132;37;0.0
16;"PSG";132;65;0.0
16;"ZENTRUM";132;50;0.0
16;"BüSo";132;28;0.0
16;"SPD";133;76549;39.2
16;"CDU";133;62089;31.8
16;"FDP";133;16643;8.5
16;"GRÜNE";133;23358;12.0
16;"DIE LINKE";133;11648;6.0
16;"NPD";133;1365;0.7
16;"Die Tierschutzpartei";133;827;0.4
16;"FAMILIE";133;688;0.4
16;"REP";133;374;0.2
16;"PBC";133;763;0.4
16;"MLPD";133;81;0.0
16;"PSG";133;82;0.0
16;"ZENTRUM";133;44;0.0
16;"BüSo";133;41;0.0
16;"SPD";134;73666;40.7
16;"CDU";134;63671;35.2
16;"FDP";134;17147;9.5
16;"GRÜNE";134;12003;6.6
16;"DIE LINKE";134;9056;5.0
16;"NPD";134;1523;0.8
16;"Die Tierschutzpartei";134;817;0.5
16;"FAMILIE";134;769;0.4
16;"REP";134;661;0.4
16;"PBC";134;659;0.4
16;"MLPD";134;50;0.0
16;"PSG";134;68;0.0
16;"ZENTRUM";134;32;0.0
16;"BüSo";134;39;0.0
16;"SPD";135;66133;41.0
16;"CDU";135;56134;34.8
16;"FDP";135;15449;9.6
16;"GRÜNE";135;10054;6.2
16;"DIE LINKE";135;7875;4.9
16;"NPD";135;1274;0.8
16;"Die Tierschutzpartei";135;615;0.4
16;"FAMILIE";135;966;0.6
16;"REP";135;743;0.5
16;"PBC";135;1212;0.8
16;"MLPD";135;27;0.0
16;"PSG";135;67;0.0
16;"ZENTRUM";135;27;0.0
16;"BüSo";135;33;0.0
16;"SPD";136;59814;43.1
16;"CDU";136;45987;33.1
16;"FDP";136;13358;9.6
16;"GRÜNE";136;9016;6.5
16;"DIE LINKE";136;6183;4.5
16;"NPD";136;1137;0.8
16;"Die Tierschutzpartei";136;577;0.4
16;"FAMILIE";136;536;0.4
16;"REP";136;446;0.3
16;"PBC";136;1339;1.0
16;"MLPD";136;22;0.0
16;"PSG";136;57;0.0
16;"ZENTRUM";136;21;0.0
16;"BüSo";136;32;0.0
16;"SPD";137;57815;33.9
16;"CDU";137;71732;42.0
16;"FDP";137;18446;10.8
16;"GRÜNE";137;10196;6.0
16;"DIE LINKE";137;6974;4.1
16;"NPD";137;1402;0.8
16;"Die Tierschutzpartei";137;607;0.4
16;"FAMILIE";137;1405;0.8
16;"REP";137;438;0.3
16;"PBC";137;986;0.6
16;"MLPD";137;38;0.0
16;"PSG";137;60;0.0
16;"ZENTRUM";137;69;0.0
16;"BüSo";137;28;0.0
16;"SPD";138;50815;27.6
16;"CDU";138;91872;49.9
16;"FDP";138;18595;10.1
16;"GRÜNE";138;10487;5.7
16;"DIE LINKE";138;6818;3.7
16;"NPD";138;1464;0.8
16;"Die Tierschutzpartei";138;626;0.3
16;"FAMILIE";138;1512;0.8
16;"REP";138;485;0.3
16;"PBC";138;722;0.4
16;"MLPD";138;49;0.0
16;"PSG";138;70;0.0
16;"ZENTRUM";138;68;0.0
16;"BüSo";138;29;0.0
16;"SPD";139;76987;45.8
16;"CDU";139;50197;29.9
16;"FDP";139;14381;8.6
16;"GRÜNE";139;10802;6.4
16;"DIE LINKE";139;9701;5.8
16;"NPD";139;1687;1.0
16;"Die Tierschutzpartei";139;1414;0.8
16;"FAMILIE";139;650;0.4
16;"REP";139;903;0.5
16;"PBC";139;284;0.2
16;"MLPD";139;152;0.1
16;"PSG";139;70;0.0
16;"ZENTRUM";139;46;0.0
16;"BüSo";139;31;0.0
16;"SPD";140;69311;47.2
16;"CDU";140;38740;26.4
16;"FDP";140;13426;9.1
16;"GRÜNE";140;12531;8.5
16;"DIE LINKE";140;8641;5.9
16;"NPD";140;1086;0.7
16;"Die Tierschutzpartei";140;1217;0.8
16;"FAMILIE";140;552;0.4
16;"REP";140;345;0.2
16;"PBC";140;180;0.1
16;"MLPD";140;190;0.1
16;"PSG";140;61;0.0
16;"ZENTRUM";140;25;0.0
16;"BüSo";140;24;0.0
16;"SPD";141;83998;49.2
16;"CDU";141;42992;25.2
16;"FDP";141;11304;6.6
16;"GRÜNE";141;15809;9.3
16;"DIE LINKE";141;11873;7.0
16;"NPD";141;1548;0.9
16;"Die Tierschutzpartei";141;937;0.5
16;"FAMILIE";141;614;0.4
16;"REP";141;400;0.2
16;"PBC";141;139;0.1
16;"MLPD";141;204;0.1
16;"PSG";141;49;0.0
16;"ZENTRUM";141;31;0.0
16;"BüSo";141;62;0.0
16;"SPD";142;78062;54.0
16;"CDU";142;32499;22.5
16;"FDP";142;7852;5.4
16;"GRÜNE";142;9369;6.5
16;"DIE LINKE";142;11279;7.8
16;"NPD";142;1399;1.0
16;"Die Tierschutzpartei";142;903;0.6
16;"FAMILIE";142;631;0.4
16;"REP";142;1368;0.9
16;"PBC";142;174;0.1
16;"MLPD";142;245;0.2
16;"PSG";142;72;0.0
16;"ZENTRUM";142;42;0.0
16;"BüSo";142;38;0.0
16;"SPD";143;75717;48.2
16;"CDU";143;39208;25.0
16;"FDP";143;12169;7.8
16;"GRÜNE";143;16084;10.2
16;"DIE LINKE";143;9929;6.3
16;"NPD";143;1275;0.8
16;"Die Tierschutzpartei";143;587;0.4
16;"FAMILIE";143;379;0.2
16;"REP";143;445;0.3
16;"PBC";143;98;0.1
16;"MLPD";143;233;0.1
16;"PSG";143;83;0.1
16;"ZENTRUM";143;52;0.0
16;"BüSo";143;58;0.0
16;"SPD";144;77452;50.8
16;"CDU";144;37827;24.8
16;"FDP";144;10869;7.1
16;"GRÜNE";144;12555;8.2
16;"DIE LINKE";144;9954;6.5
16;"NPD";144;1251;0.8
16;"Die Tierschutzpartei";144;559;0.4
16;"FAMILIE";144;421;0.3
16;"REP";144;544;0.4
16;"PBC";144;87;0.1
16;"MLPD";144;149;0.1
16;"PSG";144;111;0.1
16;"ZENTRUM";144;43;0.0
16;"BüSo";144;66;0.0
16;"SPD";145;81333;50.3
16;"CDU";145;43052;26.6
16;"FDP";145;12580;7.8
16;"GRÜNE";145;11567;7.2
16;"DIE LINKE";145;8786;5.4
16;"NPD";145;1542;1.0
16;"Die Tierschutzpartei";145;798;0.5
16;"FAMILIE";145;638;0.4
16;"REP";145;501;0.3
16;"PBC";145;108;0.1
16;"MLPD";145;74;0.0
16;"PSG";145;59;0.0
16;"ZENTRUM";145;40;0.0
16;"BüSo";145;42;0.0
16;"SPD";146;87460;47.9
16;"CDU";146;56557;31.0
16;"FDP";146;13752;7.5
16;"GRÜNE";146;9941;5.4
16;"DIE LINKE";146;9847;5.4
16;"NPD";146;1705;0.9
16;"Die Tierschutzpartei";146;864;0.5
16;"FAMILIE";146;758;0.4
16;"REP";146;722;0.4
16;"PBC";146;173;0.1
16;"MLPD";146;66;0.0
16;"PSG";146;75;0.0
16;"ZENTRUM";146;49;0.0
16;"BüSo";146;32;0.0
16;"SPD";147;66889;37.5
16;"CDU";147;69766;39.1
16;"FDP";147;18826;10.5
16;"GRÜNE";147;10428;5.8
16;"DIE LINKE";147;7940;4.4
16;"NPD";147;1282;0.7
16;"Die Tierschutzpartei";147;766;0.4
16;"FAMILIE";147;801;0.4
16;"REP";147;633;0.4
16;"PBC";147;212;0.1
16;"MLPD";147;29;0.0
16;"PSG";147;75;0.0
16;"ZENTRUM";147;86;0.0
16;"BüSo";147;50;0.0
16;"SPD";148;54867;33.6
16;"CDU";148;76009;46.6
16;"FDP";148;15734;9.6
16;"GRÜNE";148;6657;4.1
16;"DIE LINKE";148;5864;3.6
16;"NPD";148;1054;0.6
16;"Die Tierschutzpartei";148;649;0.4
16;"FAMILIE";148;750;0.5
16;"REP";148;605;0.4
16;"PBC";148;144;0.1
16;"MLPD";148;37;0.0
16;"PSG";148;62;0.0
