"Legislaturperiode";"Kandidat";"Partei";"Wahlkreis";"Stimmen";"Stimmenprozent"
17;1314;"SPD";293;23587;19.58
17;2477;"FDP";293;16521;13.71
17;2932;"GRÜNE";293;17349;14.4
17;2795;"DIE LINKE";293;7077;5.87
17;2124;"NPD";293;1771;1.47
17;2788;"CDU";294;56931;44.82
17;1321;"SPD";294;22530;17.74
17;2220;"FDP";294;17946;14.13
17;1921;"GRÜNE";294;18639;14.67
17;1560;"DIE LINKE";294;7918;6.23
17;3420;"NPD";294;2006;1.58
17;2668;;294;1048;0.83
17;98;"CDU";295;62858;49.42
17;881;"SPD";295;21695;17.06
17;512;"FDP";295;17220;13.54
17;1436;"GRÜNE";295;11802;9.28
17;415;"DIE LINKE";295;8292;6.52
17;2735;"NPD";295;2895;2.28
17;1844;;295;2431;1.91
17;691;"SPD";296;43737;30.37
17;1265;"CDU";296;45748;31.77
17;2778;"DIE LINKE";296;31946;22.18
17;1533;"FDP";296;10597;7.36
17;386;"GRÜNE";296;9696;6.73
17;1956;"NPD";296;1967;1.37
17;63;"MLPD";296;323;0.22
17;2818;"SPD";297;51193;32.9
17;30;"CDU";297;58297;37.46
17;2300;"DIE LINKE";297;24244;15.58
17;928;"FDP";297;11516;7.4
17;139;"GRÜNE";297;8342;5.36
17;1768;"NPD";297;2025;1.3
17;3131;"SPD";298;42910;30.87
17;2121;"CDU";298;55727;40.1
17;1180;"DIE LINKE";298;22965;16.52
17;1883;"FDP";298;9486;6.83
17;1739;"GRÜNE";298;6058;4.36
17;749;"NPD";298;1835;1.32
17;1497;"SPD";299;44500;30.92
17;800;"CDU";299;48092;33.42
17;2461;"DIE LINKE";299;27933;19.41
17;2752;"FDP";299;10508;7.3
17;39;"GRÜNE";299;6575;4.57
17;442;"FAMILIE";299;4102;2.85
17;586;"NPD";299;2206;1.53
