Titel;Vorname;Nachname;Partei;Jahrgang;Kandidatennummer;Geschlecht
;"Paul";"Meichelböck";"DIE LINKE";1960;1985;M
;"Agnes";"Meier";"FDP";1965;1986;W
;"Edmund";"Meier";"MLPD";1959;1987;M
;"Rolf";"Meier";"DKP";1967;1988;M
;"Sandy";"Meier";"Die Tierschutzpartei";1975;1989;W
;"Wolfgang";"Meier";"REP";1942;1990;M
;"Horst";"Meierhofer";"FDP";1972;1991;M
;"Andreas";"Meihsies";"GRÜNE";1960;1992;M
;"Patrick";"Meinhardt";"FDP";1966;1993;M
;"Wolfgang";"Meischner";"ödp";1954;1994;M
;"Ariane Christine";"Meise";"NPD";1960;1995;W
"Dr.";"Michael";"Meister";"CDU";1961;1996;M
;"Roland Matthäus";"Meister";"MLPD";1953;1997;M
;"Albert-Claus";"Meisterjahn";"RENTNER";1939;1998;M
;"Peter";"Meiwald";"GRÜNE";1966;1999;M
;"Edgar Bernhard Willibald";"Meixner";"FDP";1964;2000;M
;"Thomas";"Melber";"REP";1965;2001;M
;"Wilhelm Gerhard";"Melchers";"FDP";1964;2002;M
;"Thomas";"Melchinger";"PIRATEN";1978;2003;M
;"Christine";"Melo-Plath";"ödp";1956;2004;W
;"Volker";"Menge";"RRP";1962;2005;M
;"Karl";"Mennicken-Martensen";"GRÜNE";1943;2006;M
;"Arend";"Menssen";"FAMILIE";1966;2007;M
;"Dorothée Luise";"Menzner";"DIE LINKE";1965;2008;W
;"Lübbo";"Meppen";"FDP";1956;2009;M
;"Monika Manuela Carmen";"Merk";"DIE LINKE";1963;2010;W
"Dr.";"Angela Dorothea";"Merkel";"CDU";1954;2011;W
;"Michael";"Merkel";;1987;2012;M
;"Petra";"Merkel";"SPD";1947;2013;W
;"Sabine";"Merkelbach";"FDP";1966;2014;W
"Dr.";"Robert";"Mertel";;1940;2015;M
;"Ulrike";"Merten";"SPD";1951;2016;W
;"Joseph Andreas";"Mertens";"NPD";1979;2017;M
;"Bettina";"Mertgen";"CDU";1977;2018;W
;"Ullrich";"Meßmer";"SPD";1954;2019;M
;"Heinz Dirk Karl";"Metzner";"DIE LINKE";1957;2020;M
;"Barbara";"Meyer";"MLPD";1978;2021;W
;"Carsten";"Meyer";"GRÜNE";1961;2022;M
;"Cora";"Meyer";"NPD";1979;2023;W
;"Doris";"Meyer";"CSU";1957;2024;W
;"Hartmut Heinrich Johann";"Meyer";"ödp";1956;2025;M
;"Heike";"Meyer";"CDU";1962;2026;W
;"Henry";"Meyer";"BüSo";1986;2027;M
;"Jens Gerd";"Meyer";"SPD";1957;2028;M
;"Jessica";"Meyer";"CDU";1978;2029;W
;"Laurenz";"Meyer";"CDU";1948;2030;M
;"Maria";"Meyer";"MLPD";1954;2031;W
;"Michael";"Meyer";"NPD";1976;2032;M
;"Reinhardt Wilhelm";"Meyer";"MLPD";1953;2033;M
;"Steffen-Werner";"Meyer";"SPD";1970;2034;M
;"Torsten";"Meyer";"DVU";1956;2035;M
;"Wolfgang";"Meyer";"Volksabstimmung";1941;2036;M
;"Andrea Erika Gesche Elisabeth";"Meyer-Garbe";"SPD";1967;2037;W
;"Leo";"Meyer-Giesow";"ödp";1970;2038;M
;"Joachim";"Meyer-Heithius";"DIE LINKE";1955;2039;M
;"Bernd";"Meyerding";"ödp";1949;2040;M
;"Axel";"Michaelis";"NPD";1965;2041;M
;"Ursula";"Michalak";"CDU";1952;2042;W
;"Maria Ludwiga";"Michalk";"CDU";1949;2043;W
"Dr.";"Marna";"Michel";"CDU";1966;2044;W
"Dr.";"Charlotte";"Michel-Biegel";"GRÜNE";1952;2045;W
;"Hans";"Michelbach";"CSU";1949;2046;M
;"Matthäus";"Michlbauer";"BüSo";1966;2047;M
"Dr.";"Mathias";"Middelberg";"CDU";1964;2048;M
;"Andrea";"Miehling";"BP";1984;2049;W
"Dr.";"Matthias";"Miersch";"SPD";1968;2050;M
;"Walter";"Mini";"DIE LINKE";1952;2051;M
;"Wilhelm";"Minschke";"FDP";1943;2052;M
;"Richard";"Miosga";"NPD";1944;2053;M
;"Evmarie-Gertrud";"Mischau";"MLPD";1958;2054;W
;"Reinhard";"Mischuda";"REP";1951;2055;M
;"Günter";"Miß";"ödp";1954;2056;M
;"Philipp";"Mißfelder";"CDU";1979;2057;M
;"Kim-Sun";"Mo";"PIRATEN";1978;2058;W
;"Kerstin";"Mock-Hofeditz";"GRÜNE";1966;2059;W
;"Mona";"Model";"FDP";1983;2060;W
;"Klaus-Dieter Alfred August";"Möhle";"GRÜNE";1952;2061;M
;"Cornelia";"Möhring";"DIE LINKE";1960;2062;W
"Dr.";"Oliver";"Möllenstädt";"FDP";1978;2063;M
;"Katrin";"Möller";"DIE LINKE";1967;2064;W
;"Kornelia";"Möller";"DIE LINKE";1961;2065;W
;"Michael";"Möller";"ZENTRUM";1962;2066;M
;"Olaf";"Möller";"GRÜNE";1962;2067;M
;"Silke";"Möller";;1966;2068;W
;"Jan";"Mönikes";"SPD";1970;2069;M
;"Frank";"Mörsch";"CDU";1971;2070;M
;"Edith";"Mörtel";"DIE VIOLETTEN";1954;2071;W
;"Doris";"Moezer";"DIE VIOLETTEN";1948;2072;W
;"Ursula";"Mogg";"SPD";1953;2073;W
;"Hans-Jürgen Wilhelm";"Mohme";"RRP";1940;2074;M
;"Sebastian";"Mohr";"PIRATEN";1982;2075;M
"Dr.";"Rita-Maria Marianne Margareta Luzia";"Mohr-Lüllmann";"CDU";1957;2076;W
;"Claus";"Mohrmann";"FDP";1969;2077;M
;"Christoph";"Mohs";"BüSo";1971;2078;M
;"Hubertus";"Mohs";"BüSo";1939;2079;M
;"Helga Gabriele";"Molitor";"FDP";1962;2080;W
;"Dominik";"Moll";"SPD";1982;2081;M
;"Viola";"Moll";"CDU";1952;2082;W
;"Dietrich";"Monstadt";"CDU";1957;2083;M
;"Jerzy";"Montag";"GRÜNE";1947;2084;M
;"Monika";"Moritz";"SPD";1952;2085;W
;"Adrian";"Mork";"GRÜNE";1967;2086;M
;"Marlene";"Mortler";"CSU";1955;2087;W
;"Volker Peter";"Mosblech";"CDU";1955;2088;M
;"Christian";"Moser";"CSU";1977;2089;M
"Dr.";"Albrecht";"Moslehner";"FDP";1956;2090;M
;"Rudolf";"Motter";"DVU";1951;2091;M
;"Daniel";"Mouratidis";"GRÜNE";1977;2092;M
;"Niema";"Movassat";"DIE LINKE";1984;2093;M
;"Holger";"Mrosek";"GRÜNE";1971;2094;M
;"Jan";"Mücke";"FDP";1973;2095;M
;"Mark";"Mühlbeyer";"CDU";1986;2096;M
"Dr.";"Otto Stephan";"Mühleck";"ödp";1953;2097;M
;"Christine";"Mühler-Aumann";"PBC";1954;2098;W
;"Daniel";"Mühlhäuser";"PBC";1977;2099;M
;"Jan";"Mühlmann-Skupien";"FDP";1968;2100;M
;"Marko";"Mühlstein";"SPD";1974;2101;M
;"Adrian";"Müller";"PIRATEN";1974;2102;M
;"Alexander";"Müller";"FDP";1969;2103;M
"Dr.";"Alice";"Müller";"CDU";1976;2104;W
;"Andreas";"Müller";"DIE LINKE";1964;2105;M
;"Andreas";"Müller";"DIE LINKE";1959;2106;M
;"Anja";"Müller";"DIE LINKE";1973;2107;W
"Dr.";"Axel";"Müller";"GRÜNE";1944;2108;M
;"Bernhard";"Müller";"DIE LINKE";1951;2109;M
;"Carsten";"Müller";"CDU";1970;2110;M
;"Detlef";"Müller";"SPD";1964;2111;M
;"Farid";"Müller";"GRÜNE";1962;2112;M
"Dr.";"Gerd";"Müller";"CSU";1955;2113;M
;"Hans";"Müller";"BüSo";1952;2114;M
;"Heiko";"Müller";"PIRATEN";1972;2115;M
"Dr.";"Josef";"Müller";"SPD";1954;2116;M
;"Kerstin";"Müller";"GRÜNE";1963;2117;W
;"Klaus";"Mueller";"PIRATEN";1980;2118;M
;"Marcus";"Müller";"NPD";1972;2119;M
;"Michael";"Müller";"SPD";1948;2120;M
;"Nadine";"Müller";"CDU";1983;2121;W
;"Nikolas";"Müller";"RENTNER";1947;2122;M
;"Petra";"Müller";"FDP";1960;2123;W
;"Roland";"Müller";"NPD";1941;2124;M
;"Stefan";"Müller";"CSU";1975;2125;M
;"Thomas";"Müller";"ödp";1954;2126;M
;"Tino";"Müller";"NPD";1978;2127;M
;"Veit-Harald";"Müller";"MLPD";1941;2128;M
;"Vincent";"Müller";"GRÜNE";1990;2129;M
;"Beate";"Müller-Gemmeke";"GRÜNE";1960;2130;W
;"Esther";"Müller-Horn";"MLPD";1968;2131;W
;"Kai";"Müller-Horn";"MLPD";1944;2132;M
;"Wolfgang";"Müller-Kallweit";"CDU";1967;2133;M
;"Renate";"Müller-Loennies";"CDU";1944;2134;W
;"Burkhardt";"Müller-Sönksen";"FDP";1959;2135;M
;"Michael";"Münch";"DVU";1969;2136;M
;"Hans-Joachim";"Münd";"REP";1962;2137;M
;"Arno";"Münster";"SPD";1956;2138;M
;"Franz";"Müntefering";"SPD";1940;2139;M
;"Susanne";"Münz";;1967;2140;W
;"Volkmar";"Münz";;1965;2141;M
"Dr.";"Rolf";"Mützenich";"SPD";1959;2142;M
;"Marc";"Mulia";"DIE LINKE";1969;2143;M
;"Gesine";"Multhaupt";"SPD";1963;2144;W
;"Margit";"Munk";"CSU";1984;2145;W
;"Enno";"Munzel";;1990;2146;M
"Dr.";"Philipp";"Murmann";"CDU";1964;2147;M
;"Michael";"Musil";"GRÜNE";1947;2148;M
;"Özcan";"Mutlu";"GRÜNE";1968;2149;M
;"Ralf";"Mynter";"NPD";1960;2150;M
;"Georg";"Nägle";;1964;2151;M
;"Christof";"Nagel";"CDU";1986;2152;M
;"Erich";"Nagel";;1941;2153;M
;"Otto";"Nagel";"NPD";1942;2154;M
;"Mike";"Nagler";"DIE LINKE";1978;2155;M
;"Andrea";"Nahles";"SPD";1970;2156;W
;"Renate";"Narayan";"ödp";1943;2157;W
;"Jürgen";"Nass";;1973;2158;M
;"Traugott";"Nassauer";"MLPD";1949;2159;M
;"Denny";"Naterski";"NPD";1980;2160;M
;"Kersten";"Naumann";"DIE LINKE";1958;2161;W
;"Peter";"Naumann";"NPD";1952;2162;M
;"Ralph Otto";"Naumann";;1961;2163;M
;"Horst-Bruno";"Nehring";"PBC";1946;2164;M
;"Alexander";"Neidlein";"NPD";1975;2165;M
;"Wolfgang";"Neskovic";"DIE LINKE";1948;2166;M
;"Ingrid";"Nestle";"GRÜNE";1977;2167;W
;"Günther";"Nestmann";"REP";1943;2168;M
;"Mona";"Neubaur";"GRÜNE";1977;2169;W
;"Reinhard";"Neudorfer";"DIE LINKE";1946;2170;M
;"Anton";"Neumaier";"BP";1947;2171;M
;"Bernd Otto";"Neumann";"CDU";1942;2172;M
;"Björn";"Neumann";"DVU";1978;2173;M
;"Jürgen";"Neumann";"NPD";1945;2174;M
"Prof. Dr.";"Martin";"Neumann";"FDP";1956;2175;M
"Dr.";"Peter";"Neumann";"CDU";1956;2176;M
;"Reiner";"Neumann";"GRÜNE";1971;2177;M
;"Ute Vibeke";"Neumann";;1954;2178;W
;"Anja";"Neumayer";"BP";1976;2179;W
"Dr.";"Franz Josef";"Neumayer";"FDP";1953;2180;M
;"Andreas";"Neuner";"FDP";1968;2181;M
;"Thomas Ulrich";"Neuschwander";"FAMILIE";1965;2182;M
;"Jürgen";"Ney";"REP";1940;2183;M
;"Narziss";"Nianur";"MLPD";1964;2184;W
;"Vera";"Niazi-Shahabi";"DIE LINKE";1950;2185;W
;"Erika";"Nickel";"CDU";1950;2186;W
;"Margarete";"Nickel";"FAMILIE";1946;2187;W
;"Otto Lothar";"Nickel";"FAMILIE";1937;2188;M
;"Gabriele Monika Karin";"Nicklis";"PBC";1957;2189;W
;"Reinhard Erich";"Nickoleit";"RRP";1947;2190;M
;"Dirk";"Niebel";"FDP";1963;2191;M
;"Josef";"Niederländer";"CM";1950;2192;M
;"Franz";"Niedermayr";"FDP";1960;2193;M
;"Kornelia";"Niedermeier";"Volksabstimmung";1965;2194;W
;"Gerd";"Nier";"DIE LINKE";1947;2195;M
;"Dietmar";"Nietan";"SPD";1964;2196;M
;"Werner";"Niggemann";"MLPD";1949;2197;M
;"Manfred";"Nink";"SPD";1950;2198;M
;"Ulrike";"Nissen";"SPD";1959;2199;W
;"Valérie Vivienne";"Nitsche";"GRÜNE";1963;2200;W
;"Inga";"Nitz";"DIE LINKE";1979;2201;W
;"Franz";"Noffke";"REP";1951;2202;M
;"Michaela";"Noll";"CDU";1959;2203;W
;"Maren";"Noller";"FDP";1978;2204;W
;"Veronika";"Nolte";"SPD";1955;2205;W
;"Thomas";"Nord";"DIE LINKE";1957;2206;M
"Dr.";"Konstantin";"Notz von";"GRÜNE";1971;2207;M
;"Dominique Julien";"Nou";"SPD";1987;2208;M
;"Omid";"Nouripour";"GRÜNE";1975;2209;M
;"Janus";"Nowak";"NPD";1978;2210;M
;"Kim";"Nowak";"REP";1983;2211;W
"Dr.";"Hannedore";"Nowotny";"SPD";1952;2212;W
;"Peter Willy";"Nürnberger";"NPD";1949;2213;M
"Dr.";"Arnulf";"Nüßlein";"GRÜNE";1937;2214;M
"Dr.";"Georg";"Nüßlein";"CSU";1969;2215;M
;"Joachim";"Numberger";"REP";1959;2216;M
;"Erich Volker";"Oberhausen";"CDU";1959;2217;M
"Dr.";"Hans Günther";"Oberlack";"FDP";1956;2218;M
;"Franz";"Obermeier";"CSU";1946;2219;M
;"Marc-Ernst";"Oberscheid";"FDP";1962;2220;M
;"Monika";"Obieray";"GRÜNE";1952;2221;W
;"Tanja";"Och";"ödp";1974;2222;W
;"Holger";"Odenthal";"NPD";1967;2223;M
;"Kay";"Oelke";"NPD";1959;2224;M
;"Thomas";"Oelmayer";"GRÜNE";1954;2225;M
;"Cornelia";"Östereich";"SPD";1961;2226;W
;"Frank";"Oettler";"MLPD";1966;2227;M
;"Dirk";"Oetzel";"SPD";1970;2228;M
;"Cem";"Özdemir";"GRÜNE";1965;2229;M
;"Aydan";"Özoguz";"SPD";1967;2230;W
;"Rolf";"Offermann";"FDP";1960;2231;M
;"Silvia";"Ofori";"DIE LINKE";1956;2232;W
;"René";"Ohnemüller";"FAMILIE";1968;2233;M
;"Elke";"Olbrich-Tripp";"GRÜNE";1956;2234;W
;"Heinrich Herbert";"Oldenburg";"FAMILIE";1941;2235;M
;"Ralf Günther Josef";"Ollert";"NPD";1960;2236;M
;"Klaus";"Opitz";"REP";1942;2237;M
;"Wilfried";"Opitz";"REP";1951;2238;M
;"Thomas";"Oppermann";"SPD";1954;2239;M
;"Holger";"Ortel";"SPD";1951;2240;M
;"Lutz";"Oschmann";"GRÜNE";1948;2241;M
;"Petra";"Osinski";"GRÜNE";1944;2242;W
;"Lukas";"Oßwald";"DIE LINKE";1966;2243;M
;"Friedrich";"Ostendorff";"GRÜNE";1953;2244;M
;"Olaf Michael";"Ostertag";"DIE LINKE";1969;2245;M
"Dr.";"Volker";"Ostheimer";"SPD";1968;2246;M
;"Eduard";"Oswald";"CSU";1947;2247;M
"Dr.";"Hermann";"Ott";"GRÜNE";1961;2248;M
;"Henning";"Otte";"CDU";1968;2249;M
;"Matthias";"Ottmar";"REP";1981;2250;M
;"Birgit";"Otto";"CDU";1957;2251;W
;"Hans-Joachim";"Otto";"FDP";1952;2252;M
;"Stephanie Irmgard Gertrud";"Otto";"GRÜNE";1963;2253;W
;"Severin";"Pabsch";"SPD";1988;2254;M
;"Eveline";"Päßler";"CDU";1963;2255;W
;"Ulrich";"Pätzold";"NPD";1959;2256;M
;"Rodolfo";"Panetta";"REP";1952;2257;M
;"Rolf";"Pannicke";"DIE LINKE";1969;2258;M
;"Karsten";"Panzer";"NPD";1970;2259;M
;"Eva Anna";"Parbs";"FDP";1948;2260;W
;"Andreas";"Parr";"SPD";1971;2261;M
;"Udo";"Pastörs";"NPD";1952;2262;M
;"Petra";"Pau";"DIE LINKE";1963;2263;W
"Dr.";"Michael";"Paul";"CDU";1964;2264;M
;"Heinz";"Paula";"SPD";1951;2265;M
;"Stephan";"Paule";"CDU";1977;2266;M
;"Wolfgang Ludwig Max";"Pauli";"DIE LINKE";1936;2267;M
;"Elisabeth";"Paus";"GRÜNE";1968;2268;W
;"Eva";"Pauser";"CDU";1983;2269;W
;"Anke";"Pavlicek";"GRÜNE";1977;2270;W
;"Rita";"Pawelski";"CDU";1948;2271;W
;"Alfred";"Pecha";"FDP";1959;2272;M
;"Dirk";"Peddinghaus";"SPD";1962;2273;M
;"Irmgard";"Pehle";"GRÜNE";1953;2274;W
;"Christian";"Peiker";"DIE LINKE";1984;2275;M
;"Marie-Luise";"Pelick";"REP";1964;2276;W
;"Bernd-Dieter";"Pellmann";"RENTNER";1942;2277;M
;"Dorit Emmy Beate";"Pentz von";"MLPD";1950;2278;W
;"Hannes";"Pentz von";"MLPD";1979;2279;M
;"Wolfgang";"Penzler";"Die Tierschutzpartei";1943;2280;M
;"Bernhard";"Perrefort";"DIE LINKE";1954;2281;M
;"Rainer";"Perschewski";"DKP";1963;2282;M
;"Josef";"Perschl";"BüSo";1954;2283;M
;"David";"Perteck";"ödp";1977;2284;M
;"Jürgen";"Peter";;1956;2285;M
;"David";"Petereit";"NPD";1981;2286;M
;"Jens";"Petermann";"DIE LINKE";1963;2287;M
;"Frank";"Peters";"GRÜNE";1966;2288;M
;"Martin";"Peters";"SPD";1983;2289;M
;"Klaus Günter";"Petersdorf";"PIRATEN";1964;2290;M
;"Jörg";"Petersen";"FDP";1960;2291;M
;"Olaf";"Petersen";;1965;2292;M
;"Christian";"Petry";"SPD";1965;2293;M
;"Anke";"Petters";"GRÜNE";1960;2294;W
;"Harald";"Petzold";"DIE LINKE";1962;2295;M
;"Karsten";"Petzold";"DVU";1962;2296;M
;"Ulrich";"Petzold";"CDU";1951;2297;M
;"Markus";"Peuschel";;1975;2298;M
;"Andrea";"Pfäfflin";"SPD";1956;2299;W
;"Alfred";"Pfannebecker";"DIE LINKE";1955;2300;M
;"Janina";"Pfau";"DIE LINKE";1983;2301;W
;"Klaus";"Pfeifer";;1956;2302;M
"Dr.";"Joachim";"Pfeiffer";"CDU";1967;2303;M
;"Michael";"Pfeiffer";"DIE VIOLETTEN";1946;2304;M
;"Oskar";"Pfeiffer";"DVU";1933;2305;M
;"Sibylle";"Pfeiffer";"CDU";1951;2306;W
"Prof. Dr.";"Thomas";"Pfeiffer";"CDU";1961;2307;M
;"Karl-Heinz Rudolf";"Pfirrmann";"NPD";1945;2308;M
;"Gerhard";"Pfisterer";"MLPD";1948;2309;M
;"Tanja";"Pfisterer";"ödp";1986;2310;W
;"Stephan";"Pfitzer";"NPD";1984;2311;M
;"Johannes Andreas";"Pflug";"SPD";1946;2312;M
;"Beatrix";"Philipp";"CDU";1945;2313;W
;"Matthias";"Phlak";"DIE LINKE";1964;2314;M
;"Peter Hartmut";"Pichl";"NPD";1980;2315;M
;"Erich";"Pichlmeier";"BP";1935;2316;M
;"Hans Joachim";"Picker";"RENTNER";1938;2317;M
;"Jochen";"Piehl";"ödp";1973;2318;M
;"Siegfried";"Pielsticker";"RRP";1943;2319;M
;"Cornelia";"Pieper";"FDP";1959;2320;W
;"Hans-Heinrich";"Piepgras";"PIRATEN";1961;2321;M
;"Britta";"Pietsch";"DIE LINKE";1963;2322;W
;"Gisela";"Piltz";"FDP";1964;2323;W
;"Thomas";"Pinkert";"GRÜNE";1957;2324;M
;"Denis";"Pinzke";"SPD";1982;2325;M
;"Christian";"Piovano";"CDU";1986;2326;M
;"Richard";"Pitterle";"DIE LINKE";1959;2327;M
;"Sarah";"Plack";"DIE LINKE";1989;2328;W
;"Hans";"Plate";"GRÜNE";1963;2329;M
;"Klaus";"Plessing";"PBC";1953;2330;M
;"Eduard";"Plischka";"NPD";1949;2331;M
;"Yvonne";"Ploetz";"DIE LINKE";1984;2332;W
;"Karsten";"Plotzki";"DIE LINKE";1970;2333;M
;"Frederik";"Poetsch";"REP";1979;2334;M
;"Johannes";"Pöttering";"CDU";1977;2335;M
;"Ronald";"Pofalla";"CDU";1959;2336;M
;"Markus";"Pohl";"NPD";1980;2337;M
;"Matthias";"Pohl";"NPD";1980;2338;M
;"Walter";"Pohl";"BP";1953;2339;M
;"Wolfgang";"Pohlmann";"REP";1940;2340;M
;"Christoph";"Poland";"CDU";1949;2341;M
;"Winfried";"Polch";"FDP";1941;2342;M
;"Herbert";"Polei";;1951;2343;M
;"Ruprecht";"Polenz";"CDU";1946;2344;M
;"Jörg";"Polheim von";"FDP";1959;2345;M
"Dr.";"Hans-Ingo";"Pollern von";"CDU";1946;2346;M
;"Dirk Thorsten";"Polly";"PIRATEN";1971;2347;M
;"Eckhard";"Pols";"CDU";1962;2348;M
;"Matthias";"Polt";"NPD";1980;2349;M
;"Helmut";"Polzer";"RRP";1937;2350;M
;"Alice-Sarah";"Polzer-Storek";"GRÜNE";1978;2351;W
;"Ingo";"Ponickau";"PIRATEN";1982;2352;M
;"Andreas";"Popp";"PIRATEN";1983;2353;M
;"Maike";"Porray";;1965;2354;W
"Prof. Dr.";"Peter";"Porsch";"DIE LINKE";1944;2355;M
"Dr.";"Thomas";"Portz";"CDU";1965;2356;M
;"Sebastian-Gabriel";"Poschinger-Bray Freiherr von";"FDP";1985;2357;M
;"Joachim";"Poß";"SPD";1948;2358;M
;"Achim";"Post";"SPD";1959;2359;M
;"Michael";"Post";"DIE LINKE";1961;2360;M
;"Michael";"Postel";"FDP";1983;2361;M
;"Brigitte";"Pothmer";"GRÜNE";1955;2362;W
;"Helmut";"Pozimski";"PIRATEN";1990;2363;M
;"Daniel";"Poznanski";"FDP";1971;2364;M
;"Timo";"Pradel";"NPD";1971;2365;M
;"Wilfried";"Präger";"SPD";1951;2366;M
;"Karl-Heinz";"Pramor";"BüSo";1946;2367;M
;"Uwe";"Pranghofer";"FDP";1962;2368;M
;"Elke";"Preetorius";"MLPD";1943;2369;W
;"Dirk Friedrich";"Presch";"SPD";1959;2370;M
;"Friedrich";"Preuß";"NPD";1943;2371;M
;"Joachim Jürgen";"Preuß";"RRP";1942;2372;M
;"Walter";"Price";"ödp";1967;2373;M
;"Peter Jürgen";"Pricelius";"REP";1938;2374;M
;"Christoph";"Pries";"SPD";1958;2375;M
;"Michaela";"Pries";"CDU";1966;2376;W
"Dr.";"Wilhelm";"Priesmeier";"SPD";1954;2377;M
;"Martin";"Pröhl";"Die Tierschutzpartei";1935;2378;M
;"Wilhelm";"Pröhl";"Die Tierschutzpartei";1935;2379;M
;"Richard";"Progl";"BP";1979;2380;M
;"Florian";"Pronold";"SPD";1972;2381;M
;"Friederike";"Prüll";"Die Tierschutzpartei";1963;2382;W
;"Max";"Prümm";"CDU";1978;2383;M
;"Peter";"Przybylo";"RENTNER";1944;2384;M
;"Rudolf";"Puckl";"BP";1946;2385;M
;"Jens";"Pühse";"NPD";1972;2386;M
;"Yanki";"Pürsün";"FDP";1972;2387;M
;"Lasse";"Pütz";"SPD";1981;2388;M
;"Heinz-Detlev";"Puff";"SPD";1957;2389;M
;"Alexander";"Pusch";"BüSo";1978;2390;M
;"Lucia";"Puttrich";"CDU";1961;2391;W
;"Jan-Henner";"Putzier";"SPD";1984;2392;M
;"Guido";"Quadfasel";"CDU";1963;2393;M
;"Lars Christoph";"Quaquil";"CDU";1981;2394;M
;"Stefan";"Quehl";"FDP";1975;2395;M
"Dr.";"Christina";"Quellmann";"CDU";1961;2396;W
;"Maria Sabina";"Quijano-Burchardt";"GRÜNE";1962;2397;W
;"Birgit";"Raab";"GRÜNE";1964;2398;W
;"Daniela";"Raab";"CSU";1975;2399;W
"Dr.";"Sascha";"Raabe";"SPD";1968;2400;M
;"Uwe";"Raake";"BüSo";1953;2401;M
"Dr.-Ing. habil.";"Simone";"Raatz";"SPD";1962;2402;W
;"Martin";"Rabanus";"SPD";1971;2403;M
;"Stefan";"Rabel";"CDU";1964;2404;M
;"Thomas";"Rachel";"CDU";1962;2405;M
;"Andreas";"Rademachers";"FDP";1985;2406;M
;"Harald";"Raderschadt";"PBC";1970;2407;M
;"Gabriele";"Radloff";;1961;2408;W
;"Kerstin";"Radomski";"CDU";1974;2409;W
;"Martin";"Radtke";"NPD";1979;2410;M
;"Helmut";"Radunski";"NPD";1948;2411;M
"Dr.";"Kersten";"Radzimanowski";"NPD";1948;2412;M
;"Ülker";"Radziwill";"SPD";1966;2413;W
;"Jürgen";"Raemdonck van";;1952;2414;M
;"Raimar";"Rätzel";;1971;2415;M
;"Maria";"Räuschel";"BüSo";1936;2416;W
;"Günther";"Ragg";"NPD";1957;2417;M
;"Georg";"Raischl";"CM";1956;2418;M
"Dr.";"Peter";"Ramsauer";"CSU";1954;2419;M
;"Wolf";"Ranfft";"RRP";1941;2420;M
;"Benjamin";"Raschke";"GRÜNE";1982;2421;M
"Dr.";"Cordula";"Ratajczak";"GRÜNE";1964;2422;W
;"Andreas";"Ratanski";"PIRATEN";1976;2423;M
;"Martin";"Rath";"DIE LINKE";1963;2424;M
"Dr.";"Christiane";"Ratjen-Damerau";"FDP";1954;2425;W
;"Ruth";"Ratter";"GRÜNE";1955;2426;W
;"Doris";"Rau";"CDU";1959;2427;W
;"Marie-Luise";"Rau-Stoll";"SPD";1950;2428;W
;"Gabriele Maria";"Rauber";"CDU";1954;2429;W
;"Michael";"Rauschenbach";"REP";1966;2430;M
;"Mechthild";"Rawert";"SPD";1957;2431;W
;"Siegfried";"Reball";"NPD";1954;2432;M
;"Kai";"Rebmann";"PBC";1982;2433;M
;"Stefan";"Rebmann";"SPD";1962;2434;M
;"Daniel";"Rech";"DVU";1983;2435;M
;"Lutz Rüdiger";"Recknagel";"FDP";1966;2436;M
;"Nina";"Rectenwald";"FDP";1990;2437;W
;"Bärbel";"Redlhammer-Raback";"DVU";1954;2438;W
;"Manfred";"Reetnitz von";"REP";1955;2439;M
;"Imanuel";"Regehly";"NPD";1923;2440;M
"Dr.";"Thomas";"Rehahn";"GRÜNE";1953;2441;M
;"Eckhardt Harald";"Rehberg";"CDU";1954;2442;M
;"Katherina";"Reiche";"CDU";1973;2443;W
;"Sebastian";"Reiche";"NPD";1983;2444;M
;"Steffen";"Reiche";"SPD";1960;2445;M
;"Julia";"Reichel";"Die Tierschutzpartei";1972;2446;W
;"Maik";"Reichel";"SPD";1971;2447;M
;"Gerold";"Reichenbach";"SPD";1953;2448;M
;"Marcus";"Reichenberg";"GRÜNE";1975;2449;M
;"Brigitte";"Reifschneider-Groß";"FDP";1951;2450;W
"Dr.";"Carola";"Reimann";"SPD";1967;2451;W
;"Hermann Hans Hajo";"Reinders";"CDU";1952;2452;M
;"Rosa Maria";"Reindl";"ödp";1966;2453;W
"Dr.";"Birgit";"Reinemund";"FDP";1959;2454;W
;"Marion";"Reinert";"NPD";1976;2455;W
;"Johannes";"Reinhard";"CSU";1985;2456;M
;"Fabio";"Reinhardt";"PIRATEN";1980;2457;M
;"Manfred";"Reinhart";"ödp";1964;2458;M
;"Hagen";"Reinhold";"FDP";1978;2459;M
;"Elke";"Reinke";"DIE LINKE";1958;2460;W
;"Ralf";"Reinstädtler";"DIE LINKE";1966;2461;M
;"Oliver";"Reising";"DIE LINKE";1970;2462;M
;"Hans-Jürgen";"Reitmeyer";"GRÜNE";1953;2463;M
;"Axel";"Reitz";"NPD";1983;2464;M
;"Reinhold";"Reker";"ADM";1935;2465;M
;"Ingrid Liselotte";"Remmers";"DIE LINKE";1965;2466;W
;"Karsten";"Renfordt";"DIE LINKE";1963;2467;M
;"Gabriele";"Renner";"DIE VIOLETTEN";1965;2468;W
;"Rita";"Renner";"MLPD";1958;2469;W
;"Astrid";"Renner-Knopp";"CSU";1969;2470;W
;"Hans-Jörg";"Rennert";"RRP";1941;2471;M
;"Christine";"Renz";"Die Tierschutzpartei";1975;2472;W
